,FMID,MarketName,street_farm,city_farm,county_farm,state_farm,zip_farm,x_farm,y_farm,state_svi,county_svi,E_TOTPOP,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_MINRTY,M_MINRTY,EP_MINRTY,MP_MINRTY,EPL_MINRTY
859,1008392.0,Natick Winter Market,Common Street,Natick,Middlesex,Massachusetts,1760,-71.346039,42.282913,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
860,1012049.0,Newton Farmers' Market Depot,250 Albemarle Road,Newtonville,Middlesex,Massachusetts,2460,-71.216377,42.357834,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
861,1003043.0,Newton Farmers' Markets,1200 Beacon St.,Newton,Middlesex,Massachusetts,2461,-71.213203,42.3312,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
862,1005508.0,Pepperell Farmers Market,Hollis St at the Town Field,Pepperell,Middlesex,Massachusetts,1463,-71.588181,42.666927,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
863,1018109.0,Somerville Mobile Farmers' Market - Council on Aging,167 Holland Street,Somerville,Middlesex,Massachusetts,2145,-71.125404,42.401112,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
864,1018118.0,Somerville Mobile Farmers' Market - East Somerville Community School,50 Cross Street,Somerville,Middlesex,Massachusetts,2145,-71.08709,42.386063,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
865,1011934.0,Somerville Mobile Farmers' Market - Mystic,530 Mystic Avenue,Somerville,Middlesex,Massachusetts,2145,-71.09214,42.396446,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
866,1011935.0,Somerville Mobile Farmers' Market - North Street,26 North Street,Somerville,Middlesex,Massachusetts,2144,-71.131332,42.407227,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
867,1012499.0,Somerville/Davis Square,50 Day St.,Somerville ,Middlesex,Massachusetts,2144,-71.123108,42.395828,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
868,1012080.0,Stoneham Farmers Market,Main St.,Stoneham,Middlesex,Massachusetts,2180,-71.100166,42.480312,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
869,1001422.0,Sustainable Westford - Westford Farmers Market,"Westford Town Common, at the intersections of Main Street, Lincoln Street, and Boston Road.",Westford,Middlesex,Massachusetts,1886,-71.43869,42.581089,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
870,1012405.0,Tewksbury Farmer's Market on the Common,1009 Main Street,Tewksbury ,Middlesex,Massachusetts,1876,-71.234276,42.6119,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
871,1018799.0,The Farmers Market @ Kendall Square,350 Kendall St. ,Cambridge ,Middlesex,Massachusetts,2142,-71.082436,42.363434,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
872,1018699.0,Tyngsboro Farmers Market,214 middlesex rd,Tyngsborough ,Middlesex,Massachusetts,1879,-71.423248,42.675636,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
873,1009173.0,Tyngsboro Farmers Market ,252 Middlesex Rd. ,Tyngsboro,Middlesex,Massachusetts,1879,-71.400398,42.651402,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
874,1019540.0,Union Square Farmers Market,66-70 Union Square,Somerville,Middlesex,Massachusetts,2143,-71.094536,42.379761,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
875,1005716.0,Wakefield Farmer's Market,Hall Park,Wakefield,Middlesex,Massachusetts,1880,-71.07917,42.507126,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
876,1012435.0,Waltham Farmers' Market,119 School Street,Waltham,Middlesex,Massachusetts,2452,-71.236305,42.378468,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
877,1012438.0,Watertown Farmers Market at Arsenal on the Charles,311 Arsenal Street,Watertown,Middlesex,Massachusetts,2472,-71.164726,42.363342,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
878,1004499.0,Wayland Farmers' Markets,397 Boston Post Road,Wayland,Middlesex,Massachusetts,1778,-71.369614,42.363094,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
879,1008286.0,Wilmington Farmers Market,Middlesex Avenue and School Street,Wilmington,Middlesex,Massachusetts,1887,-71.167511,42.556049,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
880,1019433.0,Winchester Farmers Market,Larawy Rd,Winchester ,Middlesex,Massachusetts,1890,-71.137947,42.452023,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
881,1006893.0,Woburn Farmers Market,41 Wyman Street,Woburn,Middlesex,Massachusetts,1801,-71.159958,42.491753,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
882,1008931.0,Woburn Indoor Farmers Market ,41 Wyman Street,Woburn,Middlesex,Massachusetts,1801,-71.159935,42.491734,Massachusetts,Middlesex,1605899.0,177046.0,5008.0,38804.0,1821.0,145273.0,3111.0,71703.0,2378.0,41461.0,2475.0,465751.0,3930.0,29.0,0.2,0.669
883,1018003.0,Acushnet Farmers Market,186 Leonard Street,Acushnet,Bristol,Massachusetts,2743,-70.900856,41.720051,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
884,1018330.0,"Attleboro Farmers Market, inc",201 County Street,Attleboro ,Bristol,Massachusetts,2703,-71.299232,41.937561,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
885,1012058.0,Bristol County Agricultural High School,135 center street ,Dighton ,Bristol,Massachusetts,2715,-71.112587,41.835964,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
886,1002568.0,Dartmouth Farmers Market,"Rex Field, adjacent to St. Peters Church, 351 Elm Street, Padanaram Village",Dartmouth,Bristol,Massachusetts,2747,-70.944344,41.587681,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
887,1002518.0,Fairhaven Farmers Market,Main and Huttleston Ave,Fairhaven,Bristol,Massachusetts,2719,-70.906662,41.643173,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
888,1002517.0,Fairhaven Winter Farmers' Market,Bridge and Green Street,Fairhaven,Bristol,Massachusetts,2719,-70.903008,41.64212,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
889,1011342.0,Fall River Downtown Farmers' Market,Corner of Columbia and Canal Street,Fall River,Bristol,Massachusetts,2720,-71.162666,41.699081,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
890,1006895.0,Fall River/Lou Sevin Square,Old 2nd Street,Fall River,Bristol,Massachusetts,2722,-71.156303,41.699001,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
891,1002099.0,Kennedy Park Farmers Market," Bradford Ave in Fall River, MA",Fall River,Bristol,Massachusetts,2721,-71.171234,41.695282,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
892,1001676.0,Mansfield Farmers Market,"Public Parking, 80 North Main Street",Mansfield,Bristol,Massachusetts,2048,-71.218002,42.026402,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
893,1012739.0,New Bedford Farmers Market- Brooklawn Park,1997 Acushnet Ave.,New Bedford ,Bristol,Massachusetts,2745,-70.923645,41.67543,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
894,1012738.0,New Bedford Farmers Market- Clasky Common Park,1119 Pleasant St.,New Bedford ,Bristol,Massachusetts,2740,-70.928589,41.644314,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
895,1019348.0,New Bedford Farmers Market- Downtown/Custom House Square,466 Brock Ave,New Bedford,Bristol,Massachusetts,2740,-70.937912,41.661304,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
896,1012737.0,New Bedford Farmers Market- Indoor ,101 West Rodney French Blvd,New Bedford,Bristol,Massachusetts,2744,-70.937912,41.661304,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
897,1002205.0,New Bedford/Clasky Common,Pleasant Street between Pearl and Pope Streets,New Bedford,Bristol,Massachusetts,2740,-70.928558,41.644115,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
898,1003848.0,New Beford/Brooklawn Park Farmers Market,"Brooklawn Park, Ashley Blvd. Entrance",New Bedford,Bristol,Massachusetts,2745,-70.932564,41.675331,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
899,1007578.0,Rehoboth,53 Bay State Rd.,Rehoboth,Bristol,Massachusetts,2769,-71.242302,41.847599,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
900,1002100.0,Ruggles Park Farmers Market,Pine Street,Fall River,Bristol,Massachusetts,2721,-71.145874,41.703007,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
901,1012275.0,SWANSEA FARMERS MARKET,1210 Wilbur Ave,Swansea,Bristol,Massachusetts,2777,-71.234291,41.73217,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
902,1009735.0,Taunton's Farmers Market,,Taunton,Bristol,Massachusetts,2784,-71.093552,41.901699,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
903,1002783.0,The Farmers Market at Attleboro Farms,"491 Hickory Rd., Rt. 120",North Attleboro,Bristol,Massachusetts,2760,-71.370453,41.96785,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
904,1008809.0,"The MarketPlace Somerset, MA",202 Slades Ferry Ave,Somerset,Bristol,Massachusetts,2726,-71.160156,41.727737,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
905,1012057.0,The Silver City Farmers' Market,Hamilton Street and Hopewell St,Taunton,Bristol,Massachusetts,2780,-71.094872,41.913429,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
906,1010315.0,Westport,830 Drift Road,South Westport,Bristol,Massachusetts,2790,-71.104713,41.532742,Massachusetts,Bristol,563301.0,97872.0,3496.0,16304.0,1087.0,62400.0,1982.0,54846.0,1714.0,15965.0,1244.0,111871.0,2648.0,19.9,0.5,0.5481
907,1007519.0,Acworth Farmers Market,Main and Lemon Streets,Acworth,Cobb,Georgia,,-84.676697,34.065701,Georgia,Cobb,756653.0,115702.0,5241.0,19923.0,1539.0,70368.0,2357.0,37875.0,1783.0,91841.0,3531.0,370545.0,3021.0,49.0,0.4,0.8717
908,1012801.0,F.A.R.M. (Farmer's Atlanta Road Market),2160 Cooper Lake Road,Smyrna,Cobb,Georgia,30080,-84.49408,33.850613,Georgia,Cobb,756653.0,115702.0,5241.0,19923.0,1539.0,70368.0,2357.0,37875.0,1783.0,91841.0,3531.0,370545.0,3021.0,49.0,0.4,0.8717
909,1018119.0,Kennesaw Farmers Market,2820 Cherokee Street,Kennesaw ,Cobb,Georgia,30144,-84.61483,34.023464,Georgia,Cobb,756653.0,115702.0,5241.0,19923.0,1539.0,70368.0,2357.0,37875.0,1783.0,91841.0,3531.0,370545.0,3021.0,49.0,0.4,0.8717
910,1011538.0,Mableton Farmers Market,5239 Floyd Road,Mableton,Cobb,Georgia,30126,-84.575371,33.825924,Georgia,Cobb,756653.0,115702.0,5241.0,19923.0,1539.0,70368.0,2357.0,37875.0,1783.0,91841.0,3531.0,370545.0,3021.0,49.0,0.4,0.8717
911,1003238.0,Marietta Square Farmers Market,65 Church St,MARIETTA,Cobb,Georgia,30060,-84.549492,33.953194,Georgia,Cobb,756653.0,115702.0,5241.0,19923.0,1539.0,70368.0,2357.0,37875.0,1783.0,91841.0,3531.0,370545.0,3021.0,49.0,0.4,0.8717
912,1009846.0,Smyrna Fresh Market,1275 Church Street,"Smyrna, GA",Cobb,Georgia,30080,-84.515511,33.883266,Georgia,Cobb,756653.0,115702.0,5241.0,19923.0,1539.0,70368.0,2357.0,37875.0,1783.0,91841.0,3531.0,370545.0,3021.0,49.0,0.4,0.8717
913,1001393.0,Ada Farmer's Market,12th Street and Townsend,Ada,Pontotoc,Oklahoma,74820,-96.679871,34.77359,Oklahoma,Pontotoc,38385.0,8957.0,708.0,876.0,187.0,2841.0,318.0,2672.0,324.0,6571.0,574.0,13657.0,5630.0,35.6,14.7,0.7447
914,1001083.0,Ada Farmers' Market,7239 Thornapple River Dr.,Ada,Kent,Michigan,49301,-85.488968,42.955372,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
915,1002617.0,Byron Farmer's Market,84th St & Byron Center Ave,Byron Center,Kent,Michigan,49315,-85.722458,42.812546,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
916,1002113.0,Caledonia Farmers Market,9942 Cherry Valley Ave,Caledonia,Kent,Michigan,49316,-85.506706,42.784229,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
917,1006984.0,Centerponite Malls Farmers Market,3665 28th Street,Grand Rapids,Kent,Michigan,,-85.580902,42.915401,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
918,1006686.0,Crystal Falsh Energy Farmers Market,"1754 Alpine Avenue, N.W.",Grand Rapids,Kent,Michigan,49504,-85.6884,42.995701,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
919,1010225.0,Downtown Market Grand Rapids,435 Ionia Ave. SW,Grand Rapids,Kent,Michigan,49525,-85.670845,42.954529,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
920,1000232.0,Downtown Sparta Farmers Market,72 N. Union,Sparta,Kent,Michigan,49345,-85.707199,43.162399,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
921,1006661.0,Fulton Street Farmers Market,1145 East Fulton,Grand Rapids,Kent,Michigan,49503,-85.64048,42.963913,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
922,1006061.0,Grandville Farmers' Market,Wilson St,Grandville,Kent,Michigan,49418,-85.762497,42.875999,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
923,1019758.0,Kentwood Farmers Market,4900 Breton Rd SE,Kentwood,Kent,Michigan,49508,-85.596954,42.874317,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
924,1018292.0,Lowell Area Farmers' Market,Veteran's Memorial Parking Lot ,Lowell ,Kent,Michigan,49331,-85.337799,42.934151,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
925,1004044.0,Metro Health Farm Market,5900 Byron Center Ave,Wyoming,Kent,Michigan,49519,-85.720253,42.858238,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
926,1007631.0,New Horizons Farmers Market,"2660 Breton Rd., S.E. Corner of Breton/Woodmeadow",Grand Rapids,Kent,Michigan,,-85.606003,42.9161,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
927,1018366.0,Rockford Farm Market,59 S. Main St ,Rockford ,Kent,Michigan,,-85.560547,43.118401,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
928,1006898.0,Solon  Market,15185 Algoma Road (at Wiersma Rd.),Cedar Springs,Kent,Michigan,49319,-85.611626,43.240604,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
929,1003766.0,South East Area Farmers' Market,"851 Madison, SE  ",Grand Rapids,Kent,Michigan,49507,-85.65918,42.947201,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
930,1018138.0,South East Area Farmers' Market,900 Fuller Ave SE,Grand Rapids,Kent,Michigan,49506,-85.639412,42.946465,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
931,1009055.0,Spectrum Health Medical Center Farmer's Market,100 Michigan Street NE,Grand Rapids ,Kent,Michigan,49503,-85.666489,42.968815,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
932,1016817.0,Urban Roots Daily Market,1316 Madison Ave. SE,Grand Rapids ,Kent,Michigan,49507,-85.658737,42.938747,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
933,1006760.0,YMCA Farmers Market,475 Lake Michigan Dr. NW,Grand Rapids,Kent,Michigan,49504,-85.680504,42.967075,Michigan,Kent,652617.0,123218.0,4164.0,16202.0,1111.0,57974.0,1884.0,37251.0,1521.0,36619.0,2003.0,176743.0,3341.0,27.1,0.5,0.648
934,1006969.0,AdairCo Farmers Market,"409 Fairground Street, Adair County co-op ext service parking lot",Columbia,Adair,Kentucky,,-85.296997,37.104301,Kentucky,Adair,19366.0,5802.0,826.0,596.0,196.0,1478.0,280.0,2231.0,289.0,972.0,251.0,1455.0,302.0,7.5,1.6,0.2241
935,1011157.0,Farmers Market on the Square,424 Public Square,Columbia ,Adair,Kentucky,42728,-85.306007,37.103046,Kentucky,Adair,19366.0,5802.0,826.0,596.0,196.0,1478.0,280.0,2231.0,289.0,972.0,251.0,1455.0,302.0,7.5,1.6,0.2241
936,1010467.0,Adairsville Farmers' Market,7446 Ga 140,Adairsville,Bartow,Georgia,30103,-84.929565,34.375729,Georgia,Bartow,106456.0,23521.0,1808.0,3030.0,560.0,9740.0,912.0,9787.0,947.0,15672.0,1338.0,25756.0,1167.0,24.2,1.1,0.6127
937,1019846.0,Adams County Farmer's Market,110 W. Main St.,West Union,Adams,Ohio,45693,-83.546455,38.795338,Ohio,Adams,27685.0,9087.0,882.0,735.0,215.0,2702.0,369.0,3310.0,443.0,2322.0,487.0,1049.0,208.0,3.8,0.8,0.0344
938,1019676.0,Adams County Farmers Market,103 Carlisle Street,Gettysburg,Adams,Pennsylvania,17325,-77.234146,39.830597,Pennsylvania,Adams,102627.0,13573.0,996.0,2049.0,325.0,9088.0,587.0,7788.0,602.0,5656.0,595.0,11624.0,434.0,11.3,0.4,0.3596
939,1019351.0,Adams County Farmers' Market Association,103 Carlisle Street,Gettysburg,Adams,Pennsylvania,17325,-77.234146,39.830597,Pennsylvania,Adams,102627.0,13573.0,996.0,2049.0,325.0,9088.0,587.0,7788.0,602.0,5656.0,595.0,11624.0,434.0,11.3,0.4,0.3596
940,1010354.0,Adams Farmers' & Artisans' Market,Adams Visitors Center  3 Hoosac St,Adams,Berkshire,Massachusetts,1220,-73.118004,42.624493,Massachusetts,Berkshire,125927.0,20818.0,1457.0,3401.0,376.0,15923.0,899.0,6621.0,568.0,3180.0,547.0,15489.0,764.0,12.3,0.6,0.3889
941,1004320.0,Berkshire Area Farmers Market,Mall Road,Lanesboro,Berkshire,Massachusetts,,-73.207001,42.490002,Massachusetts,Berkshire,125927.0,20818.0,1457.0,3401.0,376.0,15923.0,899.0,6621.0,568.0,3180.0,547.0,15489.0,764.0,12.3,0.6,0.3889
942,1005773.0,Berkshire Grown Winter Farmers' Market Great Barrington,313 Monument Valley Road,Great Barrington,Berkshire,Massachusetts,1230,-73.328857,42.244141,Massachusetts,Berkshire,125927.0,20818.0,1457.0,3401.0,376.0,15923.0,899.0,6621.0,568.0,3180.0,547.0,15489.0,764.0,12.3,0.6,0.3889
943,1011835.0,Berkshire Grown Winter Farmers' Market- Williamstown,Williams College Field House- Latham Street,Williamstown,Berkshire,Massachusetts,1267,-73.203545,42.708839,Massachusetts,Berkshire,125927.0,20818.0,1457.0,3401.0,376.0,15923.0,899.0,6621.0,568.0,3180.0,547.0,15489.0,764.0,12.3,0.6,0.3889
944,1001622.0,"Berkshire Harmony Downtown Pittsfield Farmers Markets, Music, and Creative Arts Fair","Foote Farm, 51 Holmes Road",Pittsfield,Berkshire,Massachusetts,1201,-73.253487,42.448215,Massachusetts,Berkshire,125927.0,20818.0,1457.0,3401.0,376.0,15923.0,899.0,6621.0,568.0,3180.0,547.0,15489.0,764.0,12.3,0.6,0.3889
945,1017956.0,City of North Adams Farmers' Market,"St. Anthony Municipal Parking Lot, at the intersection of Rte. 8 (Marshall St.) and St. Anthony Drive",North Adams ,Berkshire,Massachusetts,1247,-73.112793,42.700695,Massachusetts,Berkshire,125927.0,20818.0,1457.0,3401.0,376.0,15923.0,899.0,6621.0,568.0,3180.0,547.0,15489.0,764.0,12.3,0.6,0.3889
946,1008258.0,Downtown Pittsfield Farmers Market,First and Eagle Street,Pittsfield ,Berkshire,Massachusetts,1201,-73.250359,42.451191,Massachusetts,Berkshire,125927.0,20818.0,1457.0,3401.0,376.0,15923.0,899.0,6621.0,568.0,3180.0,547.0,15489.0,764.0,12.3,0.6,0.3889
947,1009857.0,Great Barrington Farmers Market I,"Great Barrington Fairgrounds, 659 Main Street",Great Barrington ,Berkshire,Massachusetts,1230,-73.364777,42.19014,Massachusetts,Berkshire,125927.0,20818.0,1457.0,3401.0,376.0,15923.0,899.0,6621.0,568.0,3180.0,547.0,15489.0,764.0,12.3,0.6,0.3889
